Change component parameters: Designator = "U400"; Footprint = "BuckyBadger"; UniqueID = "\LBGKHAKR"
Change component parameters (AddParameter): Name = "Max Operating Temperature"; Value = "150°C"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Max Power Dissipation"; Value = "610mW"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Min Operating Temperature"; Value = "-55°C"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Mount"; Value = "Surface Mount"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Number of Channels"; Value = "1"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Number of Elements"; Value = "1"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Number of Pins"; Value = "3"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Package Quantity"; Value = "3000"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Packaging"; Value = "Tape and Reel"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Power Dissipation"; Value = "610mW"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Pricing 1"; Value = "1=0.52, 10=0.418, 100=0.2843, 500=0.2132, 1000=0.1599 (USD)"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Rds On Max"; Value = "20mR"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "REACH SVHC"; Value = "No SVHC"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Rise Time"; Value = "12.49ns"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Stock 1"; Value = "13099"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Supplier 1"; Value = "Digikey"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Supplier Part Number 1"; Value = "DMN2020LSN-7DICT-ND"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Threshold Voltage"; Value = "1V"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Turn-Off Delay Time"; Value = "35.89ns"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Turn-On Delay Time"; Value = "11.67ns"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Weight"; Value = "0.000282oz"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Width"; Value = "1.7mm"; VariantName = "[No Variations]"
Change component parameters: Designator = "Q502"; Footprint = "SOT23"; UniqueID = "\LVBRKSBM"
Change component parameters. Clean all parameters for all variants
Change component parameters (AddParameter): Name = "Case/Package"; Value = "SC"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink1Description"; Value = "https://datasheet.ciiva.com/934/ds31946-934870.pdf"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink1URL"; Value = "https://datasheet.ciiva.com/934/ds31946-934870.pdf"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink2Description"; Value = "https://datasheet.ciiva.com/25625/0900766b8104e58b-25625153.pdf"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink2URL"; Value = "https://datasheet.ciiva.com/25625/0900766b8104e58b-25625153.pdf"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink3Description"; Value = "https://datasheet.ciiva.com/4444/ds31946-65244-4444482.pdf"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink3URL"; Value = "https://datasheet.ciiva.com/4444/ds31946-65244-4444482.pdf"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink4Description"; Value = "https://datasheet.ciiva.com/934/ds31946-934871.pdf"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink4URL"; Value = "https://datasheet.ciiva.com/934/ds31946-934871.pdf"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink5Description"; Value = "https://datasheet.ciiva.com/934/ds31946-934872.pdf"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink5URL"; Value = "https://datasheet.ciiva.com/934/ds31946-934872.pdf"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Continuous Drain Current (ID)"; Value = "6.9A"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Drain to Source Resistance"; Value = "13mR"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Drain to Source Voltage (Vdss)"; Value = "20V"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Element Configuration"; Value = "Single"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Fall Time"; Value = "12.33ns"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Gate to Source Voltage (Vgs)"; Value = "12V"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Height"; Value = "1.3mm"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Input Capacitance"; Value = "1.149nF"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Lead Free"; Value = "Lead Free"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Length"; Value = "3.1mm"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Manufacturer"; Value = "Diodes"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Manufacturer Part Number"; Value = "DMN2020LSN-7"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Max Operating Temperature"; Value = "150°C"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Max Power Dissipation"; Value = "610mW"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Min Operating Temperature"; Value = "-55°C"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Mount"; Value = "Surface Mount"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Number of Channels"; Value = "1"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Number of Elements"; Value = "1"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Number of Pins"; Value = "3"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Package Quantity"; Value = "3000"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Packaging"; Value = "Tape and Reel"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Power Dissipation"; Value = "610mW"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Pricing 1"; Value = "1=0.52, 10=0.418, 100=0.2843, 500=0.2132, 1000=0.1599 (USD)"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Rds On Max"; Value = "20mR"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "REACH SVHC"; Value = "No SVHC"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Rise Time"; Value = "12.49ns"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Stock 1"; Value = "13099"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Supplier 1"; Value = "Digikey"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Supplier Part Number 1"; Value = "DMN2020LSN-7DICT-ND"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Threshold Voltage"; Value = "1V"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Turn-Off Delay Time"; Value = "35.89ns"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Turn-On Delay Time"; Value = "11.67ns"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Weight"; Value = "0.000282oz"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Width"; Value = "1.7mm"; VariantName = "[No Variations]"
Change component parameters: Designator = "Q503"; Footprint = "SOT23"; UniqueID = "\GMNVNKKU"
Change component parameters. Clean all parameters for all variants
Change component parameters (AddParameter): Name = "Case/Package"; Value = "SC"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink1Description"; Value = "https://datasheet.ciiva.com/934/ds31946-934870.pdf"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink1URL"; Value = "https://datasheet.ciiva.com/934/ds31946-934870.pdf"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink2Description"; Value = "https://datasheet.ciiva.com/25625/0900766b8104e58b-25625153.pdf"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink2URL"; Value = "https://datasheet.ciiva.com/25625/0900766b8104e58b-25625153.pdf"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink3Description"; Value = "https://datasheet.ciiva.com/4444/ds31946-65244-4444482.pdf"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink3URL"; Value = "https://datasheet.ciiva.com/4444/ds31946-65244-4444482.pdf"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink4Description"; Value = "https://datasheet.ciiva.com/934/ds31946-934871.pdf"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink4URL"; Value = "https://datasheet.ciiva.com/934/ds31946-934871.pdf"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink5Description"; Value = "https://datasheet.ciiva.com/934/ds31946-934872.pdf"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink5URL"; Value = "https://datasheet.ciiva.com/934/ds31946-934872.pdf"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Continuous Drain Current (ID)"; Value = "6.9A"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Drain to Source Resistance"; Value = "13mR"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Drain to Source Voltage (Vdss)"; Value = "20V"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Element Configuration"; Value = "Single"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Fall Time"; Value = "12.33ns"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Gate to Source Voltage (Vgs)"; Value = "12V"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Height"; Value = "1.3mm"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Input Capacitance"; Value = "1.149nF"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Lead Free"; Value = "Lead Free"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Length"; Value = "3.1mm"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Manufacturer"; Value = "Diodes"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Manufacturer Part Number"; Value = "DMN2020LSN-7"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Max Operating Temperature"; Value = "150°C"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Max Power Dissipation"; Value = "610mW"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Min Operating Temperature"; Value = "-55°C"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Mount"; Value = "Surface Mount"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Number of Channels"; Value = "1"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Number of Elements"; Value = "1"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Number of Pins"; Value = "3"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Package Quantity"; Value = "3000"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Packaging"; Value = "Tape and Reel"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Power Dissipation"; Value = "610mW"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Pricing 1"; Value = "1=0.52, 10=0.418, 100=0.2843, 500=0.2132, 1000=0.1599 (USD)"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Rds On Max"; Value = "20mR"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "REACH SVHC"; Value = "No SVHC"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Rise Time"; Value = "12.49ns"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Stock 1"; Value = "13099"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Supplier 1"; Value = "Digikey"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Supplier Part Number 1"; Value = "DMN2020LSN-7DICT-ND"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Threshold Voltage"; Value = "1V"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Turn-Off Delay Time"; Value = "35.89ns"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Turn-On Delay Time"; Value = "11.67ns"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Weight"; Value = "0.000282oz"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Width"; Value = "1.7mm"; VariantName = "[No Variations]"
Change component parameters: Designator = "D501"; Footprint = "LED_RED_0805"; UniqueID = "\GLWYRTWW"
Change component parameters. Clean all parameters for all variants
Change component parameters (AddParameter): Name = "Chip Material"; Value = "AlGaInP"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink1Description"; Value = "https://datasheet.ciiva.com/2110/s-110-ltst-c171krkt-2110066.pdf"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink1URL"; Value = "https://datasheet.ciiva.com/2110/s-110-ltst-c171krkt-2110066.pdf"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink2Description"; Value = "https://datasheet.ciiva.com/2110/s-110-ltst-c171krkt-2110067.pdf"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink2URL"; Value = "https://datasheet.ciiva.com/2110/s-110-ltst-c171krkt-2110067.pdf"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink3Description"; Value = "https://datasheet.ciiva.com/2110/s-110-ltst-c171krkt-2110068.pdf"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink3URL"; Value = "https://datasheet.ciiva.com/2110/s-110-ltst-c171krkt-2110068.pdf"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink4Description"; Value = "https://datasheet.ciiva.com/12403/lite-on-ltst-c171krkt-187201-12403781.pdf"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink4URL"; Value = "https://datasheet.ciiva.com/12403/lite-on-ltst-c171krkt-187201-12403781.pdf"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink5Description"; Value = "https://datasheet.ciiva.com/11775/0900766b80dc0299-11775643.pdf"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink5URL"; Value = "https://datasheet.ciiva.com/11775/0900766b80dc0299-11775643.pdf"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink6Description"; Value = "https://datasheet.ciiva.com/16444/lite-on20ltst-c171krkt-16444779.pdf"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink6URL"; Value = "https://datasheet.ciiva.com/16444/lite-on20ltst-c171krkt-16444779.pdf"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "DELETED"; Value = "Compliant"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Dominant Wave Length"; Value = "631 nm"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Emitting Color"; Value = "Red"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Forward Current"; Value = "30 mA"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Forward Voltage"; Value = "2.4 V"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "High Brightness"; Value = "Yes"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Lens Dimensions"; Value = "1.4x1.25x0.5 mm"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Luminous Intensity"; Value = "54mcd"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Lum Intensity"; Value = "54mcd"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Main Category"; Value = "Chip LED"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Manufacturer"; Value = "Vishay / Lite-On"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Manufacturer Part Number"; Value = "LTST-C171KRKT"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Mounting"; Value = "Surface Mount"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Number of  Elements"; Value = "1"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Operating Temperature Classification"; Value = "Industrial"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Operating Temp Range"; Value = "-55C to 85C"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Package Type"; Value = "Chip Led"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Packaging"; Value = "Tape and Reel"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Peak Wavelength"; Value = "639 nm"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Pin Count"; Value = "2"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Power Dissipation"; Value = "75 W"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Pricing 1"; Value = "1=0.31, 10=0.225, 25=0.1656, 100=0.1183, 250=0.0804, 500=0.071, 1000=0.0556 (USD)"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Product Depth (mm)"; Value = "1.25 mm"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Product Height (mm)"; Value = "0.8 mm"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Product Length (mm)"; Value = "2 mm"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Rad Hardened"; Value = "No"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Reverse Voltage"; Value = "5 V"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Shape Type"; Value = "Rectangular"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Stock 1"; Value = "97347"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Supplier 1"; Value = "Digikey"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Supplier Part Number 1"; Value = "160-1427-1-ND"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Test Current (It)"; Value = "20 mA"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Type"; Value = "Uni-Color"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Viewing Angle"; Value = "130 deg"; VariantName = "[No Variations]"
Change component parameters: Designator = "D500"; Footprint = "LED_GRN_0805"; UniqueID = "\MRIKTRPU"
Change component parameters. Clean all parameters for all variants
Change component parameters (AddParameter): Name = "Chip Material"; Value = "AlGaInP"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink1Description"; Value = "https://datasheet.ciiva.com/15118/getdatasheetpartid-214542-15118099.pdf"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink1URL"; Value = "https://datasheet.ciiva.com/15118/getdatasheetpartid-214542-15118099.pdf"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink2Description"; Value = "https://datasheet.ciiva.com/16200/lite-on20ltst-c171kgkt-16200100.pdf"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink2URL"; Value = "https://datasheet.ciiva.com/16200/lite-on20ltst-c171kgkt-16200100.pdf"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink3Description"; Value = "https://datasheet.ciiva.com/2110/s-110-ltst-c171kgkt-2110072.pdf"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink3URL"; Value = "https://datasheet.ciiva.com/2110/s-110-ltst-c171kgkt-2110072.pdf"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink4Description"; Value = "https://datasheet.ciiva.com/2110/s-110-ltst-c171kgkt-2110073.pdf"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink4URL"; Value = "https://datasheet.ciiva.com/2110/s-110-ltst-c171kgkt-2110073.pdf"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink5Description"; Value = "https://datasheet.ciiva.com/11774/0900766b80dc0298-11774377.pdf"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink5URL"; Value = "https://datasheet.ciiva.com/11774/0900766b80dc0298-11774377.pdf"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink6Description"; Value = "https://datasheet.ciiva.com/2110/s-110-ltst-c171kgkt-2110074.pdf"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink6URL"; Value = "https://datasheet.ciiva.com/2110/s-110-ltst-c171kgkt-2110074.pdf"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink7Description"; Value = "https://datasheet.ciiva.com/12400/lite-on-ltst-c171kgkt-187692-12400799.pdf"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink7URL"; Value = "https://datasheet.ciiva.com/12400/lite-on-ltst-c171kgkt-187692-12400799.pdf"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "DELETED"; Value = "Compliant"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Dominant Wave Length"; Value = "571 nm"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Emitting Color"; Value = "Yellow Green"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Forward Current"; Value = "30 mA"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Forward Voltage"; Value = "2.4 V"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "High Brightness"; Value = "Yes"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Lens Dimensions"; Value = "1.4x1.25x0.5 mm"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Luminous Intensity"; Value = "35mcd"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Lum Intensity"; Value = "35mcd"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Main Category"; Value = "Chip LED"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Manufacturer"; Value = "Vishay / Lite-On"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Manufacturer Part Number"; Value = "LTST-C171KGKT"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Mounting"; Value = "Surface Mount"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Number of  Elements"; Value = "1"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Operating Temperature Classification"; Value = "Industrial"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Operating Temp Range"; Value = "-55C to 85C"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Package Type"; Value = "Chip Led"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Packaging"; Value = "Tape and Reel"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Peak Wavelength"; Value = "574 nm"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Pin Count"; Value = "2"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Power Dissipation"; Value = "75 W"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Pricing 1"; Value = "1=0.31, 10=0.225, 25=0.1656, 100=0.1183, 250=0.0804, 500=0.071, 1000=0.0556 (USD)"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Product Depth (mm)"; Value = "1.25 mm"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Product Height (mm)"; Value = "0.8 mm"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Product Length (mm)"; Value = "2 mm"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Rad Hardened"; Value = "No"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Reverse Voltage"; Value = "5 V"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Shape Type"; Value = "Rectangular"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Stock 1"; Value = "322411"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Supplier 1"; Value = "Digi-Key"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Supplier Part Number 1"; Value = "160-1426-1-ND"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Test Current (It)"; Value = "20 mA"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Type"; Value = "Uni-Color"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Viewing Angle"; Value = "130 deg"; VariantName = "[No Variations]"
Change component parameters: Designator = "D503"; Footprint = "LED_YEL_0805"; UniqueID = "\DBYMFELG"
Change component parameters. Clean all parameters for all variants
Change component parameters (AddParameter): Name = "Chip Material"; Value = "AlGaInP"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink1Description"; Value = "https://datasheet.ciiva.com/15118/getdatasheetpartid-233685-15118145.pdf"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink1URL"; Value = "https://datasheet.ciiva.com/15118/getdatasheetpartid-233685-15118145.pdf"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink2Description"; Value = "https://datasheet.ciiva.com/2110/s-110-ltst-c171kskt-2110147.pdf"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink2URL"; Value = "https://datasheet.ciiva.com/2110/s-110-ltst-c171kskt-2110147.pdf"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink3Description"; Value = "https://datasheet.ciiva.com/2110/s-110-ltst-c171kskt-2110148.pdf"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink3URL"; Value = "https://datasheet.ciiva.com/2110/s-110-ltst-c171kskt-2110148.pdf"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink4Description"; Value = "https://datasheet.ciiva.com/19466/2075639-19466196.pdf"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink4URL"; Value = "https://datasheet.ciiva.com/19466/2075639-19466196.pdf"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink5Description"; Value = "https://datasheet.ciiva.com/2110/s-110-ltst-c171kskt-2110149.pdf"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink5URL"; Value = "https://datasheet.ciiva.com/2110/s-110-ltst-c171kskt-2110149.pdf"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink6Description"; Value = "https://datasheet.ciiva.com/16200/lite-on20ltst-c171kskt-16200102.pdf"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink6URL"; Value = "https://datasheet.ciiva.com/16200/lite-on20ltst-c171kskt-16200102.pdf"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink7Description"; Value = "https://datasheet.ciiva.com/12403/lite-on-ltst-c171kskt-190118-12403721.pdf"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink7URL"; Value = "https://datasheet.ciiva.com/12403/lite-on-ltst-c171kskt-190118-12403721.pdf"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink8Description"; Value = "https://datasheet.ciiva.com/11774/0900766b80dc029a-11774587.pdf"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink8URL"; Value = "https://datasheet.ciiva.com/11774/0900766b80dc029a-11774587.pdf"; VariantName = "[No Variations]"
